S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
2070,2022-06-29 09:36:00,C13467671129,0,,Hourly         ,$0.00 ,2022-06-29 09:36:00
2072,2022-06-29 10:04:00,C13472017073,1.11E+15,,               ,$7.66 ,2022-06-29 13:53:00
2073,2022-06-29 10:04:00,C13471574874,0,,Season         ,$0.00 ,2022-06-29 15:22:00
2074,2022-06-29 10:07:00,C13472293877,0,,Hourly         ,$0.00 ,2022-06-29 10:07:00
2076,2022-06-29 10:18:00,C13565992499,1.11E+15,,Hourly         ,$4.43 ,2022-06-29 11:54:00
2077,2022-06-29 10:26:00,C13388451816,1.11E+15,,Hourly         ,$1.12 ,2022-06-29 10:54:00
2078,2022-06-29 10:28:00,C13565806429,1.11E+15,,Hourly         ,$15.44 ,2022-06-29 16:08:00
2080,2022-06-29 10:37:00,C13474022903,0,,Season         ,$0.00 ,2022-06-29 15:49:00
2084,2022-06-29 11:17:00,C13388451816,1.11E+15,,Hourly         ,$6.35 ,2022-06-29 13:24:00
2085,2022-06-29 11:35:00,C13472275801,1.11E+15,,Hourly         ,$5.15 ,2022-06-29 13:17:00
2086,2022-06-29 11:49:00,C13472395253,0,,Season         ,$0.00 ,2022-06-29 13:51:00
2087,2022-06-29 11:53:00,C13388290709,0,,Hourly         ,$0.00 ,2022-06-29 12:00:00
2089,2022-06-29 11:56:00,C13474369158,1.11E+15,,               ,$5.96 ,2022-06-29 14:57:00
2091,2022-06-29 12:38:00,C13388961897,1.11E+15,,Hourly         ,$7.14 ,2022-06-29 15:15:00
2093,2022-06-29 13:23:00,C13471555751,1.11E+15,,Hourly         ,$3.77 ,2022-06-29 14:47:00
2095,2022-06-29 13:36:00,C13474524323,0,,Hourly         ,$0.00 ,2022-06-29 13:36:00
2100,2022-06-29 14:22:00,C13388320188,1.11E+15,,Hourly         ,$0.56 ,2022-06-29 14:35:00
2101,2022-06-29 14:28:00,C13473435983,1.11E+15,,Hourly         ,$2.40 ,2022-06-29 15:28:00
2106,2022-06-29 14:57:00,C13475556713,0,,Hourly         ,$0.00 ,2022-06-29 14:58:00
2108,2022-06-29 15:02:00,C13388826909,0,,Hourly         ,$0.00 ,2022-06-29 15:08:00
2111,2022-06-29 15:12:00,C13474094655,1.11E+15,,Hourly         ,$0.76 ,2022-06-29 15:30:00
2112,2022-06-29 15:14:00,C13388256185,1.11E+15,,Hourly         ,$2.80 ,2022-06-29 16:24:00
2119,2022-06-29 16:07:00,C13472547517,0,,Hourly         ,$0.00 ,2022-06-29 16:08:00
2122,2022-06-29 16:12:00,C13566357143,0,,Hourly         ,$0.00 ,2022-06-29 17:44:00
2124,2022-06-29 17:03:00,C13469121429,0,,Hourly         ,$0.00 ,2022-06-29 17:04:00
2129,2022-06-29 17:54:00,C13895998639,1.11E+15,,Hourly         ,$3.24 ,2022-06-29 20:50:00
2130,2022-06-29 18:10:00,C13470238605,1.11E+15,,Hourly         ,$3.00 ,2022-06-29 21:56:00
2131,2022-06-29 18:15:00,C13566177343,1.11E+15,,Hourly         ,$3.00 ,2022-06-29 21:49:00
2132,2022-06-29 18:39:00,C13474039131,1.11E+15,,Hourly         ,$3.00 ,2022-06-29 21:48:00
2133,2022-06-29 18:46:00,C13475142223,0,,Hourly         ,$0.00 ,2022-06-29 18:46:00
2135,2022-06-29 18:51:00,C13475542382,1.11E+15,,Hourly         ,$3.00 ,2022-06-29 22:21:00
2136,2022-06-29 18:53:00,C13474472249,1.11E+15,,Hourly         ,$3.00 ,2022-06-29 22:07:00
2137,2022-06-29 19:01:00,C13471706387,0,,Hourly         ,$0.00 ,2022-06-29 19:06:00
2139,2022-06-29 19:10:00,C13473318488,0,,Hourly         ,$0.00 ,2022-06-29 19:11:00
2141,2022-06-29 19:37:00,C13475461524,1.11E+15,,Hourly         ,$3.00 ,2022-06-29 23:35:00
2148,2022-06-29 22:08:00,C13473835597,0,,Hourly         ,$0.00 ,2022-06-29 22:13:00
2152,2022-06-30 07:15:00,C111752345678789,1.11E+15,,Hourly         ,$0.00 ,2022-06-30 07:17:00
2154,2022-06-30 07:19:00,C13470689515,0,,Season         ,$0.00 ,2022-06-30 15:56:00
2155,2022-06-30 07:19:00,C13475577701,0,,Hourly         ,$0.00 ,2022-06-30 07:20:00
2157,2022-06-30 08:14:00,C13472532988,1.11E+15,,Hourly         ,$3.80 ,2022-06-30 09:48:00
2158,2022-06-30 08:17:00,C13565745974,0,,Hourly         ,$0.00 ,2022-06-30 08:18:00
2161,2022-06-30 08:52:00,C13388169979,1.11E+15,,Hourly         ,$2.00 ,2022-06-30 09:42:00
2160,2022-06-30 08:52:00,C13468149942,0,,Hourly         ,$0.00 ,2022-06-30 08:56:00
2163,2022-06-30 09:00:00,C13472035669,                ,,Hourly         ,$20.96 ,2022-06-30 16:58:00
2164,2022-06-30 09:01:00,C13566335751,1.11E+15,,Hourly         ,$11.21 ,2022-06-30 13:08:00
2165,2022-06-30 09:05:00,C13396310121,0,,Hourly         ,$0.00 ,2022-06-30 09:05:00
2167,2022-06-30 09:16:00,C13372680282,0,,Hourly         ,$0.00 ,
2169,2022-06-30 09:40:00,C13473318488,0,,Hourly         ,$0.00 ,2022-06-30 09:45:00
2171,2022-06-30 09:43:00,C13388290709,0,,Hourly         ,$0.00 ,2022-06-30 09:49:00
2175,2022-06-30 10:07:00,C13566266344,1.11E+15,,Hourly         ,$3.57 ,2022-06-30 11:28:00
2176,2022-06-30 10:07:00,C13472687211,0,,Season         ,$0.00 ,2022-06-30 20:02:00
2177,2022-06-30 10:09:00,C13388455026,1.11E+15,,Hourly         ,$1.32 ,2022-06-30 10:42:00
2178,2022-06-30 10:12:00,C13566087819,1.11E+15,,Hourly         ,$10.17 ,2022-06-30 13:44:00
2180,2022-06-30 10:43:00,C13474710286,0,,Season         ,$0.00 ,2022-06-30 16:34:00
2181,2022-06-30 10:45:00,C13566185047,1.11E+15,,Hourly         ,$11.16 ,2022-06-30 14:38:00
2182,2022-06-30 10:45:00,C13388343106,1.11E+15,,Hourly         ,$1.05 ,2022-06-30 11:08:00
2183,2022-06-30 10:47:00,C13475429472,1.11E+15,,Hourly         ,$4.52 ,2022-06-30 12:19:00
2186,2022-06-30 12:17:00,C13471574874,0,,Season         ,$0.00 ,2022-06-30 18:17:00
2188,2022-06-30 13:01:00,C13471917257,1.11E+15,,Hourly         ,$2.15 ,2022-06-30 13:43:00
2190,2022-06-30 13:19:00,C13565806429,1.11E+15,,Hourly         ,$0.65 ,2022-06-30 13:32:00
2191,2022-06-30 13:21:00,C13388290709,0,,Hourly         ,$0.00 ,2022-06-30 13:26:00
2192,2022-06-30 13:26:00,C13566112339,1.11E+15,,               ,$6.79 ,2022-06-30 17:19:00
2197,2022-06-30 14:21:00,C13374300805,1.11E+15,,Hourly         ,$3.96 ,2022-06-30 15:59:00
2198,2022-06-30 14:25:00,C13469679854,1.11E+15,,Hourly         ,$3.76 ,2022-06-30 15:59:00
2200,2022-06-30 15:04:00,C13566010129,0,,Hourly         ,$0.00 ,2022-06-30 15:13:00
2201,2022-06-30 15:09:00,C13472772864,1.00E+15,,Hourly         ,$0.56 ,2022-06-30 15:23:00
2207,2022-06-30 16:11:00,C13470791699,1.11E+15,,Hourly         ,$7.36 ,2022-06-30 18:42:00
2209,2022-06-30 16:38:00,C13388822505,1.11E+15,,Hourly         ,$0.60 ,2022-06-30 16:53:00
2212,2022-06-30 16:58:00,C13475277707,0,,Hourly         ,$0.00 ,2022-06-30 16:59:00
2214,2022-06-30 17:06:00,C13472820483,0,,Hourly         ,$0.00 ,2022-06-30 17:07:00
2216,2022-06-30 17:16:00,C13470846621,0,,Hourly         ,$0.00 ,2022-06-30 17:17:00
2218,2022-06-30 17:19:00,C13396376561,0,,Hourly         ,$0.00 ,2022-06-30 17:19:00
2221,2022-06-30 18:11:00,C13470357883,1.11E+15,,Hourly         ,$3.00 ,2022-06-30 21:52:00
2223,2022-06-30 18:26:00,C13566072733,1.11E+15,,Hourly         ,$3.00 ,2022-06-30 21:36:00
2225,2022-06-30 18:42:00,C13472029647,1.11E+15,,Hourly         ,$3.00 ,2022-06-30 21:44:00
2226,2022-06-30 18:52:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-30 21:38:00
2227,2022-06-30 18:58:00,C13061228298,1.11E+15,,Hourly         ,$1.50 ,2022-06-30 21:47:00
2228,2022-06-30 19:05:00,C13469149307,1.11E+15,,Hourly         ,$3.00 ,2022-06-30 20:48:00
2229,2022-06-30 19:12:00,C13469036654,1.11E+15,,Hourly         ,$3.00 ,2022-06-30 22:00:00
2230,2022-06-30 19:45:00,C13471746763,0,,Hourly         ,$0.00 ,2022-06-30 19:45:00
2234,2022-06-30 21:07:00,C13467896784,1.11E+15,,Hourly         ,$3.00 ,2022-06-30 21:30:00
